1357311987066	380.76129698753357
1357321706415	413.90635204315186
1357325837840	354.78250312805176
1357495318734	247.02088689804077
1357496695961	302.37741589546204
1357497268923	327.8521521091461
1357497714966	368.9156541824341
1357572388712	388.21565794944763
1357583668180	322.2933521270752
1357588993862	424.87222599983215
1357598361116	380.41727805137634
1357744195931	467.33537888526917
1357760574854	496.6173801422119
1357768812422	370.72343587875366
1357831870886	401.9248900413513
1357843743181	393.4544041156769
1357853721373	407.0597560405731
1357917410400	440.44485902786255
1357930120649	399.4132149219513
1357934946130	457.65720796585083
1357942982348	367.74004006385803
1358177562594	391.9108431339264
1358189916312	458.8331391811371
1358205238709	318.24587082862854
1358263676158	436.17373180389404
1358350310044	406.7077660560608
1358365748658	356.7101001739502
1358376249310	296.12281012535095
1358436450130	366.05229902267456
1358450155991	384.4004809856415
1358522225501	414.7541320323944
1358534566164	417.08200097084045
1358543899273	444.9399058818817
1358548206510	373.2107729911804
1358781672266	370.171266078949
1358793319353	427.6154808998108
1358808707555	370.0593059062958
1358868537166	416.26587104797363
1358950313308	452.08249402046204
1358972396745	498.8244569301605
